,Rating_id,Rating,Movie_id,title,Username,Critique,Date
230,231,8.1,954,Mission: Impossible,egrinnell6e,"Restrict R Com Iliac Art w Intralum Dev, Perc Endo",2018-08-11
231,232,4.5,8840,DragonHeart,gkobpac6f,"Replace Sup Mesent Art w Nonaut Sub, Perc Endo",2001-10-29
232,233,8.5,10539,James and the Giant Peach,acremer6g,"Introduce Nonaut Pancr Islet in Bil/Panc Tract, Via Opening",2019-03-14
233,234,1.0,47502,Faithful,ofishbie6h,"Replace of Com Bile Duct with Autol Sub, Perc Endo Approach",2023-03-02
234,235,1.9,2300,Space Jam,hkingswood6i,"CT Scan of R Pelvic Vein using Oth Contrast, Unenh, Enhance",2009-03-26
235,236,3.1,8069,Barbarella,rslegg6j,"Drainage of Right Thorax Tendon, Perc Endo Approach, Diagn",2009-06-10
236,237,3.9,40001,Mrs. Winterbourne,gkerwen6k,"Drainage of Left Knee Region with Drain Dev, Open Approach",2000-02-27
237,238,3.5,9103,The Quest,dcalbrathe6l,"Destruction of Left Hypogastric Vein, Open Approach",2000-02-21
238,239,2.0,12233,Oliver & Company,cmcghie6m,"Excision of L Great Saphenous, Open Approach, Diagn",2014-05-30
239,240,9.8,36355,Flipper,vsoall6n,"Supplement L Neck Lymph with Synth Sub, Perc Endo Approach",2016-09-02
240,241,6.8,11876,The Horseman on the Roof,omaciaszek6o,"Insertion of Infusion Device into L Buttock, Perc Approach",2000-12-13
241,242,4.4,9100,The Craft,bamsberger6p,"Occlusion of R Verteb Vein with Extralum Dev, Open Approach",2001-11-26
242,243,8.6,40507,Original Gangstas,mchesnut6q,"Change Drainage Device in Lower Jaw, External Approach",2005-03-07
243,244,8.0,9802,The Rock,tlympany6r,"Excision of R Pulm Art, Perc Endo Approach, Diagn",2004-12-03
244,245,8.5,664,Twister,ablabey6s,"Extirpation of Matter from R Com Iliac Art, Perc Approach",2001-10-02
245,246,2.3,10547,The Arrival,czannuto6t,"Dilate R Radial Art, Bifurc, w 4+ Intralum Dev, Perc Endo",2023-07-07
246,247,1.3,935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,bmcdonogh6u,Computerized Tomography (CT Scan) of Left Hand/Finger Joint,2005-06-16
247,248,8.7,9826,The Phantom,astanett6v,"Resection of Papillary Muscle, Perc Endo Approach",2022-05-09
248,249,6.7,9879,Striptease,ddoulton6w,"Dilation of L Ext Iliac Art with Intralum Dev, Perc Approach",2001-10-13
249,250,2.9,7095,Jack,tnorthen6x,"Revision of Monitor Dev in Up Intest Tract, Via Opening",2019-12-29
250,251,6.2,627,Trainspotting,ewaller6y,"Release Left Hand Muscle, Open Approach",2007-02-14
251,252,4.5,602,Independence Day,ocursons6z,Plain Radiography of Intracran Art using H Osm Contrast,2021-04-13
252,253,2.9,9566,The Fan,btousey70,"Removal of Synthetic Substitute from Kidney, Perc Approach",2008-11-25
253,254,3.6,10545,The Hunchback of Notre Dame,ocopozio71,"Repair Right Foot Muscle, Open Approach",2021-01-30
254,255,7.6,9894,The Cable Guy,jbernette72,"Replacement of Left Patella with Synth Sub, Perc Approach",2006-11-21
255,256,7.2,11543,Kingpin,hlinklater73,"Excision of Clitoris, Open Approach, Diagnostic",2015-03-02
256,257,7.8,9268,Eraser,ndyott74,"Excision of Ventricular Septum, Open Approach, Diagnostic",2017-06-03
257,258,8.7,9327,The Nutty Professor,mcartledge75,"Insertion of Bone Stim into Up Bone, Perc Approach",2020-09-18
258,259,6.5,11228,Daylight,cramberg76,"Remove of Autol Sub from Uterus & Cervix, Perc Endo Approach",2007-10-10
259,260,2.5,10779,The Frighteners,bpepis77,"Excision of Gastric Vein, Open Approach, Diagnostic",2021-12-19
260,261,9.3,26748,Lone Star,srucklesse78,"Drainage of Left Fibula with Drainage Device, Perc Approach",2002-12-15
261,262,3.4,9294,Phenomenon,gluckwell79,Beam Radiation of Pleura using Neutron Capture,2017-08-21
262,263,3.2,11363,She's the One,civey7a,"Revision of Autol Sub in Larynx, Via Opening",2005-04-18
263,264,2.7,1645,A Time to Kill,kfairy7b,"Dilation of L Popl Art with Intralum Dev, Open Approach",2005-08-04
264,265,3.3,18550,Fled,gbrilon7c,"Drainage of Left Axillary Vein, Percutaneous Approach, Diagn",2006-01-20
265,266,6.9,11962,Joe's Apartment,acartmer7d,"Supplement Stomach with Autologous Tissue Substitute, Endo",2007-07-18
266,267,6.5,2925,The First Wives Club,baime7e,"Dilation of Right Eustachian Tube, Perc Endo Approach",2003-05-04
267,268,7.6,3595,Ransom,tbillson7f,"Supplement Right Patella with Autol Sub, Perc Approach",2001-03-02
268,269,5.5,12123,Chain Reaction,hledner7g,"Insert Intralum Dev in R Great Saphenous, Perc Endo",2001-07-25
269,270,5.7,10830,Matilda,cmarcroft7h,"Supplement R Epididymis with Nonaut Sub, Perc Endo Approach",2016-09-01
270,271,4.7,3573,Emma,nkelcher7i,"Release Left External Auditory Canal, Percutaneous Approach",2012-01-07
271,272,3.2,10546,The Crow: City of Angels,cberndsen7j,"Destruction of Left Mastoid Sinus, Open Approach",2002-08-13
272,273,9.0,9431,Bordello of Blood,tpendry7k,"Insertion of Int Fix into R Orbit, Perc Approach",2015-03-15
273,274,4.3,47907,The Spitfire Grill,astepney7l,"Excision of Right Foot Muscle, Open Approach, Diagnostic",2022-11-04
274,275,7.6,10061,Escape from L.A.,meagles7m,"Insertion of Hybrid Ext Fix into R Radius, Perc Approach",2005-04-02
275,276,5.5,549,Basquiat,bbridgwater7n,"Release Left Wrist Bursa and Ligament, Perc Endo Approach",2023-01-03
276,277,6.1,10478,Tin Cup,bwithinshaw7o,"Supplement Left Foot Artery with Nonaut Sub, Perc Approach",2015-12-09
277,278,2.1,66634,Dingo,slahrs7p,"Insertion of Pressure Sens into L Ventricle, Perc Approach",2009-03-08
278,279,2.5,238,The Godfather,rmoen7q,"Remove Infusion Dev from Uterus & Cervix, Perc Endo",2015-09-20
279,280,7.9,11134,Police Story 3: Supercop,sbenditt7r,"Destruction of Median Nerve, Percutaneous Approach",2002-08-01
280,281,7.2,88224,Manny & Lo,tmackney7s,"Dilation of L Ulnar Art with 4+ Intralum Dev, Perc Approach",2010-04-20
281,282,8.1,9303,Bound,lhourigan7t,"MRI of Larynx using Oth Contrast, Unenh, Enhance",2006-07-28
282,283,3.5,11015,The Relic,gdaouse7u,"Revision of Int Fix in Cervcal Vertebra, Perc Approach",2019-05-05
283,284,4.8,9306,The Island of Dr. Moreau,jhollingdale7v,"Drainage of Cerebral Ventricle, Open Approach, Diagnostic",2008-02-13
284,285,4.2,10723,Bulletproof,cgrisewood7w,MRI of L Low Leg using Oth Contrast,2001-08-17
285,286,5.2,10987,Halloween: The Curse of Michael Myers,iteenan7x,"Fragmentation in Accessory Pancreatic Duct, Endo",2010-06-17
286,287,8.0,872,Singin' in the Rain,oglossop7y,"Insertion of Feeding Device into Esophagus, Perc Approach",2002-04-17
287,288,2.0,2769,An American in Paris,zvakhonin7z,"Removal of Neuro Lead from Spinal Canal, Extern Approach",2005-03-05
288,289,4.3,164,Breakfast at Tiffany's,sbirdwistle80,Plain Radiography of Lumbar Disc(s) using Other Contrast,2010-03-20
289,290,3.5,426,Vertigo,dmoncreif81,"Imaging, Hepatobiliary Sys & Pancreas, CT Scan",2005-09-19
290,291,1.5,567,Rear Window,rwailes82,"Inspection of Female Perineum, Percutaneous Approach",2010-05-21
291,292,9.4,3078,It Happened One Night,hmclemon83,"Reposition Right Scapula, Percutaneous Endoscopic Approach",2022-01-10
292,293,7.9,213,North by Northwest,lgossling84,"Bypass L Vas Deferens to R Epidid w Autol Sub, Perc Endo",2013-01-02
293,294,3.8,284,The Apartment,aelegood85,"Excision of Left Inguinal Lymphatic, Open Approach",2011-05-18
294,295,3.5,239,Some Like It Hot,afranzschoninger86,Caregiver Train in Applic/Use/Care Prosthesis w Assist Equip,2009-09-01
295,296,2.0,4808,Charade,npurser87,"Replace of L Ulnar Art with Synth Sub, Perc Endo Approach",2003-06-29
296,297,4.2,289,Casablanca,krash88,"Dilation of Hepatic Art with 3 Intralum Dev, Perc Approach",2023-04-29
297,298,2.0,963,The Maltese Falcon,bdavio89,"Occlusion of L Thyroid Art with Extralum Dev, Perc Approach",2016-07-27
298,299,9.5,11113,My Fair Lady,sgoulstone8a,"Dilation of R Brach Art with 4+ Intralum Dev, Open Approach",2012-07-03
299,300,4.5,6620,Sabrina,ywoollons8b,"Drainage of Trochlear Nerve, Percutaneous Approach",2015-09-25
300,301,5.1,804,Roman Holiday,aromanetti8c,"Revision of Nonaut Sub in L Rib, Extern Approach",2007-03-26
301,302,8.0,630,The Wizard of Oz,lgilmore8d,"Drainage of R Ext Carotid with Drain Dev, Perc Approach",2022-03-27
302,303,3.9,770,Gone with the Wind,jsuttill8e,"Drainage of Right Mandible, Perc Endo Approach, Diagn",2019-05-19
303,304,1.8,599,Sunset Boulevard,bcousin8f,"Supplement Left Fallopian Tube with Synth Sub, Open Approach",2013-05-26
304,305,1.1,15,Citizen Kane,bhumbee8g,Removal of Brace on Right Hand,2021-08-09
305,306,1.7,62,2001: A Space Odyssey,pcoplestone8h,"Revision of Drainage Device in Lymphatic, Perc Approach",2006-12-17
306,307,7.1,705,All About Eve,jfigurski8i,Cochlear Implant Assessment using Other Equipment,2012-03-20
307,308,7.1,22490,The Women,sgrinyov8j,"Release Right Inguinal Lymphatic, Open Approach",2005-03-04
308,309,2.1,223,Rebecca,psibbering8k,"Drainage of Left Pleura, Percutaneous Endoscopic Approach",2016-02-07
309,310,8.2,303,Notorious,adeporte8l,"Drainage of R Up Lung Lobe with Drain Dev, Via Opening",2006-12-15
310,311,4.9,4174,Spellbound,cmessum8m,"Insertion of Int Fix into L Low Femur, Perc Approach",2012-02-05
311,312,8.7,381,To Catch a Thief,dgarbutt8n,"Exercise Treatment of Circ Head, Neck using Physical Agent",2009-03-08
312,313,4.9,1859,Ninotchka,ajanks8o,"Release Right Hand Muscle, Percutaneous Approach",2020-05-06
313,314,1.6,10907,The Adventures of Robin Hood,cgaylard8p,Beam Radiation of Salivary Glands using Electrons,2012-09-18
314,315,9.9,1939,Laura,epalia8q,"Extirpate of Matter from R Thorax Muscle, Perc Endo Approach",2018-09-07
315,316,1.3,3080,Top Hat,frebichon8r,"Dilate Face Art, Bifurc, w 2 Intralum Dev, Perc",2016-06-24
316,317,4.4,1712,Giant,preece8s,Fluoroscopy of Left Sternoclavicular Joint,2023-07-23
317,318,2.0,220,East of Eden,sriddiough8t,"Supplement Pulmonary Trunk with Nonaut Sub, Open Approach",2003-09-11
318,319,9.2,3529,The Thin Man,wkeiling8u,"Reposition Lower Tooth, Multiple, External Approach",2006-12-07
319,320,6.6,2897,Around the World in Eighty Days,hghent8v,Perceptual Processing Treatment using Other Equipment,2021-02-26
320,321,1.3,1585,It's a Wonderful Life,abagge8w,"Revision of Extraluminal Device in Kidney, Endo",2002-03-26
321,322,2.8,3083,Mr. Smith Goes to Washington,bbeevens8x,"Revise of Monitor Dev in Trunk Subcu/Fascia, Extern Approach",2015-10-15
322,323,1.2,10331,Night of the Living Dead,lstobie8y,"Destruction of Peritoneum, Percutaneous Endoscopic Approach",2013-04-25
323,324,9.7,488,The African Queen,sconnealy8z,"Release Right Hepatic Duct, Endo",2012-04-06
324,325,3.6,261,Cat on a Hot Tin Roof,aspiring90,"Removal of Int Fix from L Humeral Shaft, Open Approach",2013-10-13
325,326,1.4,22649,A Farewell to Arms,bmitkin91,"Occlusion of Left Brachial Artery, Percutaneous Approach",2009-04-08
326,327,3.6,10861,Maximum Risk,fcockburn92,Beam Radiation of Pineal Body using Electrons,2009-01-23
327,328,5.0,1770,Michael Collins,mspeenden93,"Extirpation of Matter from R Abd Tendon, Open Approach",2018-08-11
328,329,4.2,9333,Last Man Standing,afrancescone94,"Insert of Intralum Dev into L Hypogast Vein, Open Approach",2018-12-22
329,330,3.7,9400,Set It Off,lrocco95,"Bypass Right Ureter to Ileum, Open Approach",2013-04-07
330,331,3.3,12241,Curdled,rhanwell96,"Repair Right Wrist Region, Percutaneous Endoscopic Approach",2000-08-13
331,332,6.1,11306,Extreme Measures,mslaymaker97,"Destruction of Right Breast, Percutaneous Approach",2016-04-14
332,333,7.7,6346,The Chamber,gduckfield98,"Replacement of Right Choroid with Synth Sub, Open Approach",2020-11-06
333,334,6.3,173,"20,000 Leagues Under the Sea",ctruter99,"Dilate L Int Carotid, Bifurc, w 4+ Intralum Dev, Perc",2014-08-16
334,335,9.7,864,Cool Runnings,dsutherington9a,"Removal of Ext Fix from L Hip Jt, Extern Approach",2019-09-30
335,336,8.5,11224,Cinderella,esancho9b,"Bypass Bilateral Ureters to Colocutaneous, Open Approach",2011-01-31
336,337,1.4,9078,The Sword in the Stone,vbrokenshaw9c,"Dilation of Abdominal Aorta, Perc Endo Approach",2007-08-29
337,338,6.3,8367,Robin Hood: Prince of Thieves,ecoddrington9d,Fluoroscopy of Right Renal Vein using Other Contrast,2013-08-19
338,339,4.4,433,Mary Poppins,tskechley9e,Low Dose Rate (LDR) Brachytherapy of Cervix using Cesium 137,2012-01-20
339,340,5.3,11360,Dumbo,goven9f,"Excision of Sacrococcygeal Joint, Open Approach, Diagnostic",2006-06-13
340,341,3.7,12335,Bedknobs and Broomsticks,amcneice9g,Muscle Performance Treatment of Neuro Up Back/UE,2007-01-06
341,342,8.0,12092,Alice in Wonderland,nhyder9h,"Repair Right Upper Arm Tendon, Percutaneous Approach",2018-10-12
342,343,2.3,10948,The Fox and the Hound,msherwood9i,"Bypass Thor Aorta Desc to Subclav w Synth Sub, Perc Endo",2004-03-27
343,344,4.9,15121,The Sound of Music,jhutcheons9j,"Excision of Liver, Percutaneous Approach",2016-09-07
344,345,4.9,562,Die Hard,wzannotelli9k,"Destruction of L Up Arm Subcu/Fascia, Perc Approach",2010-11-10
345,346,7.4,10163,The Lawnmower Man,dfishly9l,"Bypass Right Femoral Artery to R Femor A, Open Approach",2018-03-14
346,347,4.0,11159,Secrets & Lies,smcreynold9m,"Replacement of L Up Eyelid with Synth Sub, Perc Approach",2014-08-23
347,348,4.4,41843,Surviving Picasso,mgiggs9n,"Insertion of Monitor Dev into Pancreat Duct, Open Approach",2007-09-14
348,349,1.8,11412,The Long Kiss Goodnight,dtoffolini9o,"Replace Abd Skin w Autol Sub, Part Thick, Extern",2002-04-28
349,350,7.6,10586,The Ghost and the Darkness,mspeares9p,"Restrict R Int Iliac Art w Intralum Dev, Perc Endo",2010-11-20
350,351,5.8,49471,Get on the Bus,jbouller9q,"Introduction of Oth Hormone into Central Art, Perc Approach",2004-11-30
351,352,4.4,38153,Shadow Conspiracy,fcarlin9r,"Bypass R Kidney Pelvis to Colon w Nonaut Sub, Open",2011-10-04
352,353,1.8,25147,Jude,dclaire9s,"Fluoroscopy Bi Up Extrem Vein w L Osm Contrast, Guidance",2003-12-10
353,354,4.2,454,Romeo + Juliet,lmorrieson9t,"Destruction of Right Shoulder Joint, Percutaneous Approach",2000-06-18
354,355,5.7,10218,Swingers,jtreversh9u,"Excision of Right Zygomatic Bone, Percutaneous Approach",2011-01-28
355,356,1.7,819,Sleepers,jolding9v,"Alteration of L Buttock with Synth Sub, Perc Endo Approach",2000-05-07
356,357,2.8,252,Willy Wonka & the Chocolate Factory,jmattsson9w,"Supplement Ventricular Septum with Synth Sub, Open Approach",2015-07-15
357,358,2.3,11561,Sleeper,kvarney9x,"Restriction of Left Lower Lobe Bronchus, Perc Approach",2010-12-17
358,359,1.5,11302,Bananas,otuny9y,"Reposition Right Upper Lung Lobe, Open Approach",2014-07-03
359,360,1.9,623,A Fish Called Wanda,rbraunston9z,"Dilate L Verteb Art, Bifurc, w 2 Drug-elut, Perc",2002-03-12
360,361,4.5,583,Life of Brian,dovella0,"Release Left Glenoid Cavity, Perc Endo Approach",2004-10-17
361,362,8.2,11575,The Great Race,kbeastona1,"Extirpation of Matter from Right Metacarpal, Open Approach",2012-12-08
362,363,2.4,475,Bonnie and Clyde,imactrustya2,"Insertion of Intralum Dev into R Foot Vein, Perc Approach",2014-11-18
363,364,9.6,521,Dial M for Murder,ksimonsena3,"Dilate R Com Iliac Art, Bifurc, w 2 Intralum Dev, Perc",2008-03-26
364,365,8.0,88,Dirty Dancing,ndeyea4,"Restriction of Innom Art with Extralum Dev, Open Approach",2018-09-15
365,366,1.4,500,Reservoir Dogs,kkerfoota5,"Revise Nonaut Sub in Sacrococcygeal Jt, Perc Endo",2012-01-16
366,367,2.5,792,Platoon,oamara6,"Transfer Post Neck Subcu/Fascia w Skin, Subcu, Fascia, Open",2020-06-14
367,368,6.7,8491,Weekend at Bernie's,imcdonalda7,"Supplement Hard Palate with Autol Sub, Extern Approach",2018-06-22
368,369,2.8,402,Basic Instinct,ppypera8,"Insertion of Pessary into Cul-de-sac, Endo",2011-02-06
369,370,9.1,10537,The Doors,ofarryana9,"Revision of Synth Sub in R Acetabulum, Open Approach",2012-05-11
370,371,2.4,11386,The Crying Game,afisheaa,"Replacement of R Hip Tendon with Autol Sub, Open Approach",2000-06-20
371,372,7.2,9504,Glengarry Glen Ross,fmulliganab,"Repair Left Humeral Head, Percutaneous Endoscopic Approach",2015-09-04
372,373,7.6,15764,Sophie's Choice,smcmeekanac,"Removal of Resurfacing Device from L Hip Jt, Open Approach",2023-04-25
373,374,7.8,601,E.T. the Extra-Terrestrial,efathersad,"Supplement Right Palatine Bone with Autol Sub, Open Approach",2000-01-31
374,375,6.8,2119,Days of Thunder,rscreetonae,"Revision of Synthetic Substitute in Cerv Disc, Open Approach",2002-01-17
375,376,1.2,744,Top Gun,hmershaf,"Repair L Foot Subcu/Fascia, Perc Approach",2003-12-17
376,377,5.3,702,A Streetcar Named Desire,tbondleyag,"Transfer Right Knee Tendon, Percutaneous Endoscopic Approach",2011-03-16
377,378,9.6,21612,The Funeral,mmarloweah,"Division of Left Toe Phalanx, Open Approach",2009-05-21
378,379,8.7,1630,The People vs. Larry Flynt,bfaggeai,Change Traction Apparatus on Right Lower Extremity,2016-04-09
379,380,3.4,11843,The Return of the Pink Panther,erendallaj,"Revision of Intraluminal Device in Trachea, Via Opening",2021-12-12
380,381,9.5,10379,Drop Dead Fred,scabenaak,"Drainage of Left Lung, Via Natural or Artificial Opening",2007-07-08
381,382,7.7,2756,The Abyss,emerrittal,"Bypass Bi Vas Deferens to L Vas Def w Autol Sub, Open",2023-05-31
382,383,2.1,790,The Fog,holwenam,"Extirpation of Matter from Lower Artery, Open Approach",2021-04-24
383,384,7.2,1103,Escape from New York,tgregonan,"Destruction of Gastric Artery, Open Approach",2022-12-14
384,385,1.1,11298,The Howling,agorkeao,"Excision of Left Temporal Bone, Open Approach",2019-11-14
385,386,9.7,762,Monty Python and the Holy Grail,gmarchentap,"Reposition L Sternoclav Jt with Int Fix, Extern Approach",2019-01-10
386,387,9.7,49763,Bad Moon,rtithecottaq,"Occlusion of Right Spermatic Cord, Open Approach",2008-07-31
387,388,8.2,892,Delicatessen,apolyear,"Extirpation of Matter from R Thumb Phalanx, Open Approach",2018-04-19
388,389,8.0,409,The English Patient,rwonesas,"Insertion of Feeding Device into Jejunum, Perc Approach",2001-12-11
389,390,8.8,10161,My Left Foot: The Story of Christy Brown,kstowersat,"Bypass R Ext Iliac Art to Low Ex Art w Autol Art, Open",2016-12-16
390,391,5.5,10409,Strictly Ballroom,aaughtieau,"Supplement R Ext Iliac Art with Synth Sub, Open Approach",2014-07-13
391,392,10.0,10174,Madonna: Truth or Dare,gscramageav,"Insertion of Spacer into Occip Jt, Perc Approach",2018-08-20
392,393,6.1,31225,Paris is Burning,marmesaw,"Supplement Ascending Colon with Autol Sub, Via Opening",2009-08-03
393,394,3.7,510,One Flew Over the Cuckoo's Nest,dkingsnodeax,"Control Bleeding in Genitourinary Tract, Open Approach",2017-07-31
394,395,4.6,1891,The Empire Strikes Back,spetracciay,"Removal of Infusion Device from Up Art, Perc Endo Approach",2004-02-02
395,396,6.5,2493,The Princess Bride,hbodhamaz,"Repair Left Ethmoid Bone, Open Approach",2003-06-10
396,397,4.5,85,Raiders of the Lost Ark,etaffurellib0,"Repair Right Foot Skin, External Approach",2019-09-10
397,398,9.9,679,Aliens,eskainb1,"Excision of Left Pulmonary Artery, Perc Endo Approach, Diagn",2002-11-19
398,399,8.0,429,"The Good, the Bad and the Ugly",adarrigoeb2,"Fluoroscopy of Portal and Splanchnic Veins, Guidance",2021-05-26
399,400,1.1,389,12 Angry Men,sbraidleyb3,"Dilate of Esophagast Junct with Intralum Dev, Open Approach",2005-03-30
400,401,4.5,947,Lawrence of Arabia,aeisoldb4,Plain Radiography of Left Wrist using Other Contrast,2018-09-12
401,402,5.6,185,A Clockwork Orange,lmussettinib5,"Drainage of Pharynx with Drainage Device, Perc Endo Approach",2018-02-13
402,403,4.1,595,To Kill a Mockingbird,mlevisonb6,"Supplement Back Subcu/Fascia w Synth Sub, Open",2006-06-24
403,404,3.8,28,Apocalypse Now,pmeeksb7,"Excision of Left Testis, Perc Endo Approach, Diagn",2022-05-03
404,405,4.0,335,Once Upon a Time in the West,kpatsallb8,"Bypass Abd Aorta to R Int Ilia w Nonaut Sub, Perc Endo",2012-08-28
405,406,2.0,1892,Return of the Jedi,ncuerdaleb9,"Revision of Synth Sub in L Hip Jt, Perc Endo Approach",2010-10-23
406,407,3.7,144,Wings of Desire,cdaouseba,"Occlusion of Asc Colon with Extralum Dev, Perc Endo Approach",2006-12-15
407,408,3.4,769,GoodFellas,kcastlesbb,"Drainage of Left Buttock, Perc Endo Approach, Diagn",2006-08-14
408,409,6.1,348,Alien,hglassupbc,"Release Right Shoulder Joint, Open Approach",2023-09-09
409,410,3.1,11645,Ran,mitzakovitzbd,"Supplement L Hypogast Vein with Autol Sub, Open Approach",2009-01-07
410,411,4.7,539,Psycho,acourtoisbe,"Bypass Right Kidney Pelvis to Bladder, Open Approach",2008-11-23
411,412,3.4,525,The Blues Brothers,lhullahbf,"Revision of Feeding Device in Stomach, Open Approach",2001-12-21
412,413,9.7,240,The Godfather: Part II,mtreamaynebg,"Bypass R Kidney Pelvis to Colocutan w Autol Sub, Open",2023-03-19
413,414,1.8,600,Full Metal Jacket,ocantrellbh,"Occlusion of Right Lesser Saphenous Vein, Perc Endo Approach",2005-02-18
414,415,3.8,279,Amadeus,cvandersonbi,Fluoroscopy of Bladder using High Osmolar Contrast,2015-12-04
415,416,4.6,1578,Raging Bull,aperottbj,"Drainage of Left Sublingual Gland, Perc Approach, Diagn",2012-02-18
416,417,8.9,703,Annie Hall,glewsybk,"Destruction of Right Hip Joint, Percutaneous Approach",2000-10-28
417,418,3.8,9549,The Right Stuff,pmcguinessbl,"Bypass Innom Art to R Up Arm Art w Autol Art, Open",2022-01-07
418,419,5.6,387,Das Boot,fnighbm,"Drain Paraganglion Extrem w Drain Dev, Perc Endo",2002-07-25
419,420,6.3,9277,The Sting,tbunstonebn,"Dilate R Axilla Art, Bifurc, w 2 Drug-elut, Open",2000-08-01
420,421,5.3,218,The Terminator,rcosynsbo,"Supplement Ulnar Nerve with Autol Sub, Perc Approach",2022-06-13
421,422,3.4,763,Braindead,abrewinbp,Computerized Tomography (CT Scan) of Right Toe(s),2022-03-05
422,423,4.6,9665,Glory,mmaclaigbq,"Revision of Drainage Device in Thymus, Perc Endo Approach",2007-03-14
423,424,3.0,379,Miller's Crossing,soloinnbr,"Fluoroscopy R Low Extrem Vein w Oth Contrast, Guidance",2010-09-05
424,425,6.4,207,Dead Poets Society,gbridgesbs,"Reattachment of Upper Tooth, All, External Approach",2013-10-30
425,426,5.6,37247,The Graduate,dpestorbt,"Introduction of Oxazolidinones into Lower GI, Via Opening",2001-03-11
426,427,4.3,1480,Touch of Evil,rclymabu,"Insertion of Stimulator Lead into Ureter, Via Opening",2020-05-31
427,428,1.1,826,The Bridge on the River Kwai,toldhambv,"Restrict R Thyroid Art w Extralum Dev, Perc Endo",2014-01-26
428,429,2.6,829,Chinatown,gblackfordbw,"Insertion of Intralum Dev into L Int Carotid, Perc Approach",2010-06-25
429,430,1.7,3090,The Treasure of the Sierra Madre,fivettbx,"Drain of Sacral Symp Nrv with Drain Dev, Perc Endo Approach",2006-03-07
430,431,4.8,694,The Shining,agartshoreby,"Excision of L Inf Parathyroid, Open Approach, Diagn",2020-10-01
431,432,5.8,235,Stand by Me,nirelandbz,"Insert Endobronch Valve in L Up Lobe Bronc, Perc Endo",2023-08-12
432,433,1.9,765,Evil Dead II,omcneishc0,"Alteration of Left Wrist Region, Perc Endo Approach",2010-07-22
433,434,5.9,5925,The Great Escape,bfoxwellc1,"Bypass L Axilla Art to Up Arm Vein w Synth Sub, Open",2022-06-16
434,435,3.8,11778,The Deer Hunter,yerrettc2,"Drainage of R Com Iliac Vein with Drain Dev, Perc Approach",2023-04-09
435,436,3.6,137,Groundhog Day,esilkstonec3,"Removal of Infusion Device from Pancreas, Open Approach",2022-11-27
436,437,4.0,33,Unforgiven,nkeinratc4,"Removal of Nonaut Sub from L Eye, Via Opening",2020-11-08
437,438,3.8,982,The Manchurian Candidate,rempsonc5,Plain Radiography of R Single Mamm Duct using Oth Contrast,2010-04-21
438,439,8.9,105,Back to the Future,hfavillc6,"Insertion of Other Device into Low Back, Perc Endo Approach",2003-02-08
439,440,7.3,1633,Fried Green Tomatoes,jbrancac7,"Remove Radioact Elem from Retroperitoneum, Extern",2000-05-16
440,441,9.4,11202,Patton,mboickc8,"Removal of Autol Sub from L Scapula, Open Approach",2018-06-09
441,442,6.8,149,Akira,nmerrywetherc9,"Repair Cardiovascular System in POC, Open Approach",2001-01-26
442,443,4.1,8009,Highlander,shargraveca,"Insert of Infusion Dev into L Wrist Jt, Perc Endo Approach",2015-10-06
443,444,3.2,903,Cool Hand Luke,lrasorcb,Planar Nuclear Medicine Imaging of Abdomen using Gallium 67,2016-05-15
444,445,7.4,3034,Young Frankenstein,rhaburnecc,"Reposition L Low Femur with Hybrid Ext Fix, Perc Approach",2000-12-15
445,446,3.4,339,Night on Earth,rpetchcd,"Reposition R Metacarpocarp Jt with Int Fix, Perc Approach",2018-04-23
446,447,8.6,914,The Great Dictator,smardellce,"Insertion of Radioact Elem into Vagina, Perc Endo Approach",2018-09-16
447,448,2.2,756,Fantasia,dcleghorncf,"Reposition R Metatarsotars Jt with Ext Fix, Extern Approach",2019-06-21
448,449,9.8,288,High Noon,ltettleycg,"Excision of Cul-de-sac, Percutaneous Endoscopic Approach",2006-05-02
449,450,9.5,665,Ben-Hur,aagutterch,"Excision of Bilateral Ovaries, Percutaneous Approach",2003-11-29
450,451,2.5,11031,This Is Spinal Tap,kvanderweedenburgci,"Drainage of Left Ethmoid Bone with Drain Dev, Perc Approach",2009-05-07
451,452,4.4,89,Indiana Jones and the Last Crusade,msteercj,Planar Nucl Med Imag of Pelvic Region using Indium 111,2013-08-11
452,453,3.2,783,Gandhi,mmcfeeck,"Replacement of Right Tympanic Membrane with Synth Sub, Endo",2012-06-09
453,454,9.1,10644,The Unbearable Lightness of Being,efruishcl,"Destruction of Right Nipple, Open Approach",2023-03-12
454,455,4.2,11257,A Room with a View,sbedinhamcm,"Reposition Left Finger Phalangeal Joint, Perc Endo Approach",2002-03-22
455,456,2.7,12104,Pink Floyd: The Wall,cfarrimondcn,"Insertion of Infusion Device into Jejunum, Via Opening",2009-06-07
456,457,4.4,625,The Killing Fields,wseymerco,HDR Brachytherapy of Axilla Lymph using Californium 252,2017-08-08
457,458,7.6,830,Forbidden Planet,spavlovskycp,"Measurement of Respiratory Volume, Via Opening",2001-05-23
458,459,3.2,642,Butch Cassidy and the Sundance Kid,jcamoyscq,"Removal of Autol Sub from Fem Perineum, Extern Approach",2019-02-12
459,460,7.1,655,"Paris, Texas",gbalderstonecr,"Drainage of Left Knee Joint with Drain Dev, Open Approach",2009-09-20
